HomeTeam,AwayTeam,HomeGoals,AwayGoals,StandingDiff,HomeWins,AwayWins,AvgHomeGoals,AvgAwayGoals,AvgHomeShots,AvgAwayShots,AvgHomeShotsOnTarget,AvgAwayShotsOnTarget,AvgHomeCorners,AvgAwayCorners,AvgHomeGoalsConceded,AvgAwayGoalsConceded,AvgHomeShotsConceded,AvgAwayShotsConceded,Year,Day,FTR
9,7,1,1,-14,80.0,0.0,2.2356596648965876,1.241085083775853,14.6,11.049223212094752,5.676744748672441,3.8,5.72325525132756,4.443797793215486,0.27945745811207345,2.3205425418879266,8.717829832448293,15.786436452801837,2017,15,1
11,27,1,1,3,20.0,40.0,1.1594590731559107,0.6810818536881785,18.51350887787093,11.529736683193608,4.837836292623643,3.3648683415968037,7.47296795102684,4.443245561064536,1.8027046342204465,0.8405409268440893,9.886491122129073,12.791886097338661,2016,18,1
19,11,1,1,0,40.0,20.0,1.7100495435907357,1.4299834854697546,14.070181659832699,13.450082572651226,5.580231203423433,4.029983485469755,6.159801825637057,6.3001651453024525,1.1700165145302452,2.280066058120981,8.809884398288283,10.439537593153133,2018,14,1
9,29,0,0,-2,60.0,80.0,2.3248983257208304,2.479048046674302,13.304353069511812,12.695646930488188,5.291700558093057,4.4790480466743015,5.212652511418755,3.662449162860415,1.0165988838138869,0.7541497209534718,9.108299441906944,11.354149720953473,2018,25,1
26,29,1,1,-2,40.0,20.0,1.5110989726427735,1.2,13.344559759893652,8.110989726427736,7.8445051367861325,4.588846404249708,6.144450513678613,4.577802054714453,1.5666484589641603,2.177802054714453,8.244395890571093,16.388955650464744,2013,25,1
22,2,1,1,-2,40.0,0.0,1.7200365365460744,0.6320219219276446,10.791948848835496,9.832021921927645,3.8,2.344007307309215,4.744007307309214,3.11198538538157,1.2880146146184297,2.2640438438552892,13.75205845847372,17.64794154152628,2015,16,1
13,23,0,0,-3,80.0,20.0,2.0,1.0717704734229405,16.282295265770596,8.784688579731178,5.1435409468458815,3.1282295265770594,7.5846885797311785,3.6,0.8717704734229406,1.7741637873835243,6.656459053154119,18.441147632885297,2017,6,1
14,32,1,1,0,20.0,20.0,1.2775793777868398,0.8612103111065801,13.828472177746061,9.66121031110658,5.456944355492119,3.47331342217238,4.738789688893419,3.81636906668026,2.27757937778684,2.0,14.71458346676182,16.26121031110658,2015,14,1
13,18,1,1,0,60.0,40.0,1.9256346660085577,1.5829102226609615,19.965820445321924,13.531640890643846,7.148730667982885,5.6,6.731640890643846,6.325634666008558,0.9085448886695192,1.3085448886695192,8.451269332017116,8.559814220686635,2017,17,1
11,26,0,0,4,20.0,40.0,1.2,1.0028784942511244,17.33812621121411,10.699280376437219,4.949640188218609,3.1510794353441716,6.892084140809407,3.998560752874438,1.499280376437219,1.0517990589069528,9.752518682469734,13.601439247125562,2017,18,1
20,3,0,0,-3,20.0,20.0,0.8617216025984322,0.9308608012992161,12.50119041688981,11.14569599350392,6.00979842988197,4.9629120194882415,6.824633622086674,5.330860801299217,0.6617216025984323,1.6,7.844505576614109,16.775366377913326,2012,5,1
33,13,2,2,1,80.0,0.0,1.6726390867205703,0.8910413699191446,14.618887306235438,10.728330959353157,5.581112693764562,2.5273609132794297,5.199514976963136,4.18208273983829,0.4726390867205703,2.091041369919145,12.419372329272301,15.000485023036864,2015,1,1
28,32,0,0,-3,0.0,20.0,0.7633802245334513,1.1633802245334512,10.818309887733275,13.559153929335398,2.6183098877332744,3.708450561333628,3.4915494386663717,5.27183078586708,2.145070336800177,1.8549296631998229,14.798591234933982,16.07183078586708,2015,19,1
23,17,1,1,12,80.0,48.33216410467759,2.316678358953224,1.966643282093552,14.75017538429836,17.583391794766122,5.7166783589532235,6.366643282093552,6.716818666391913,6.700210461158033,0.8,1.883321641046776,10.316397744075847,10.01660820523388,2014,4,1
30,10,1,1,-2,60.0,20.0,1.880170283352728,1.2793188665890882,9.960340566705456,9.239659433294545,4.359489149941816,3.8,3.321532550174552,4.20085141676364,0.8801702833527281,2.0,11.881021700116367,15.9957429161818,2016,28,1
13,32,0,0,-9,40.0,0.0,1.4924011607288266,0.5075988392711734,15.987232500407144,9.07477330323699,5.062005803644133,2.6607907141693876,6.417627857491837,2.9379941963558673,0.7227965178135204,1.3227965178135204,9.826750088660459,15.031610446559439,2015,16,1
32,18,2,2,15,60.0,80.0,1.7472833396118155,1.4210866641552737,15.052393350913082,10.50575663025147,8.589133358447262,5.8,7.7156533433789045,5.821086664155274,1.2,0.21054333207763695,14.178913335844726,14.146960030136714,2013,16,1
32,30,1,1,10,40.0,60.0,1.4,1.830670280623216,12.89329719376784,16.09329719376784,7.862626913144623,10.338659438753568,7.139945790651759,8.015978316260703,1.9079891581303519,1.2773188775071358,10.782735331841105,8.230670280623215,2013,27,1
17,13,0,0,-1,80.0,80.0,2.0482621007899215,2.165508067193281,18.765641092890704,16.834624958504143,7.634491932806719,6.4344919328067185,7.524197563243673,5.055213697630235,0.48275403359664054,1.0482621007899215,7.9862298320167975,9.586096806319373,2021,23,1
29,8,0,0,5,60.0,0.0,1.3976445284462136,0.9976445284462137,15.541220752191261,10.12944339442233,6.49646679266932,3.4964667926693203,7.414132829322718,4.510599621992039,0.5011777357768932,2.5035332073306797,10.792933585338641,16.19764452844621,2013,28,1
7,17,1,1,3,60.0,60.0,2.3337450825215775,1.7222908470869296,13.50308811891183,12.100617623782366,4.989781012130084,5.12229084708693,5.556653553390873,5.821673223304564,0.8331274587392112,1.7222908470869296,11.731274587392114,14.09039863591245,2019,26,1
31,8,0,0,16,60.0,40.0,1.7963779632358319,1.0108661102925043,10.683306845575865,9.221732220585007,4.2,3.803622036764168,4.410866110292504,5.763779632358319,0.9963779632358319,0.4108661102925043,11.003622036764169,9.490550919104203,2016,3,1
27,29,0,0,2,60.0,40.0,1.6976991271553212,0.8767256546335092,14.234778709589886,8.460353927801055,8.760619544720758,4.923274345366491,5.630176963900528,4.17442478178883,0.9232743453664909,0.5534513092670181,13.288495635776606,14.872123908944152,2013,28,1
29,16,0,0,-1,60.0,20.0,1.7864236564967224,0.7864236564967225,15.56555700789512,11.359270969490169,5.877812908470503,4.518541938980334,5.29138925197378,7.169202160444282,0.681458061019665,1.94569462598689,14.467881717516388,12.90861074802622,2015,17,1
17,27,1,1,-13,60.0,20.0,1.1130266367178419,0.9478934531286327,15.947506097638996,11.469733632821582,3.913026636717842,4.565520539078848,5.652106546871368,4.773946726564316,1.3130266367178418,1.8,10.869346277331942,15.329879011688778,2016,20,1
28,32,0,0,-3,20.0,0.0,0.7393301647753785,0.9393301647753785,12.316745880615539,12.521339670449244,3.9280380226954588,3.357320659101514,6.957320659101514,4.764019011347729,1.642679340898486,1.6606698352246216,15.665263625058326,13.521339670449244,2014,22,1
4,30,1,1,2,40.0,0.0,1.9689997524709182,0.38449987623545917,13.062000495058163,10.2,5.7689997524709185,4.106999257412755,6.184499876235459,5.153499628706378,2.1379995049418365,2.784499876235459,11.955001237645408,16.122499381177295,2017,20,1
17,23,0,0,0,80.0,60.0,2.34144772686268,2.0585522731373205,15.828954537253594,14.736836370197125,5.882895453725359,5.326970458235882,5.624343180588039,3.6098659119612417,0.5171045462746406,1.575656819411961,10.453940916471765,14.136193171566992,2016,1,1
30,30,2,2,-8,60.0,40.0,1.4305078085828522,2.0169531485028864,12.864414105588624,14.589843828342953,5.864414105588625,5.047460957085739,5.877968765668591,4.613554660079966,0.6915234257485567,1.0,13.769492191417148,9.501679597405603,2020,18,1
7,32,2,2,2,40.0,0.0,0.8542269838999121,0.6,11.769484655933274,10.508453967799824,2.654226983899912,2.8542269838999124,4.593196295766462,3.8305153440667254,1.0847423279666373,1.4305153440667253,13.722061376266902,13.745773016100088,2016,6,1
1,6,0,0,5,20.0,40.0,0.8786569907234288,1.1932849536171442,11.157313981446858,12.186569907234288,5.85851185157486,7.022540879404574,5.9414881484251385,5.471941944340573,1.7213430092765711,1.0359709721702863,11.786569907234288,11.671941944340572,2012,8,1
9,18,2,2,0,80.0,60.0,1.8303477314790457,1.6,21.8,14.757955717571887,7.484826134260477,4.945521597218568,9.042781851832364,6.897260254613796,0.3696522685209544,1.2303477314790456,8.745521597218568,9.018651180529979,2019,2,1
32,8,0,0,-2,40.0,40.0,1.2527111528750554,1.294577694249889,10.789155388499777,11.30542230575011,3.4,4.241866541374834,4.263555764375277,5.567466165499335,1.0,1.1472888471249445,13.525599624124501,12.536444235624723,2017,29,1
32,28,0,0,-5,20.0,0.0,1.3868734029538028,0.5606202088614088,9.86253194092394,5.196898955692955,3.065632985230985,1.760620208861409,5.613126597046197,3.291886179323379,2.173746805907606,1.626253194092394,13.360620208861409,16.4,2017,7,1
25,9,1,1,4,60.0,40.0,1.4,1.1702274051627106,15.08738775420846,17.591591836138974,3.8,5.695795918069487,6.94693294388304,7.132046646464396,1.0148862974186448,0.9190903793491578,9.023294461279672,13.0,2014,28,1
18,33,1,1,-1,80.0,20.0,3.0,1.419664251438347,18.78705071979471,13.219664251438347,7.99184661708909,4.3884891314725625,6.031175119965785,5.8,0.7098321257191735,1.7803357485616529,6.619664251438347,13.92949637715752,2018,17,1
17,10,0,0,-2,60.0,60.0,1.4,1.445295218336302,15.57352390831849,12.596171517486642,4.82647609168151,3.607656965026719,7.018819126654792,4.958533264177057,1.3320571724955468,0.822647609168151,9.641466735822943,14.332057172495547,2013,26,1
10,9,0,0,5,80.0,60.0,2.7909047193774006,1.8090952806225993,8.884889285810928,14.254571683735595,4.830317602075331,4.421222321452732,2.460635204150662,4.6060635204150655,1.5818094387548016,0.6181905612451983,12.175745918339734,8.448508163320529,2016,23,1
32,0,0,0,4,40.0,40.0,0.8644407654216264,1.7355592345783737,9.025542678975693,14.310016555602681,2.9866445925297582,6.554424209818945,4.567779617289187,5.303338851867561,1.4711184691567474,1.6322203827108133,10.99332229626488,9.431052246746022,2016,13,1
28,17,1,1,2,2.493253624065337,80.0,0.4249325362406534,2.47479760872196,13.82439282616588,15.699730144962613,5.300809565112159,9.926281811427586,6.374527753684574,6.575607173834119,1.6753373187967333,0.4997301449626135,10.874257898647187,10.049325362406535,2013,15,1
17,28,2,2,-7,100.0,20.0,2.568336753046949,0.4474948704295766,18.130862400899066,6.589979481718307,9.715030777422541,3.105010259140847,8.073347012187796,3.8316632469530507,0.6158316234765255,1.6316632469530512,7.8949897408591525,17.979958963436616,2012,30,1
25,28,0,0,8,40.0,20.0,1.3739792724124256,1.0081658207005948,14.00152326548579,8.79847673451421,4.547958544824851,2.964290186226041,6.035709813773959,4.226020727587574,1.1040829103502974,1.6959170896497027,11.676538917276932,11.931626903423663,2020,28,1
31,23,2,2,1,69.62323885747855,0.0,1.7924647771495712,0.2962323885747856,11.273626720023499,8.667817005653859,6.643485828621784,2.5113028342756434,5.028415382920926,4.030140891401715,0.6962323885747856,1.807535222850429,10.905493119906003,12.992464777149571,2013,2,1
6,6,0,0,7,20.0,40.0,1.281744912851014,1.4,14.719867004426675,11.253959302808113,5.071408431318255,5.344428779914198,6.081744912851014,5.062683867063184,1.718255087148986,1.1182550871489858,12.826173692765211,10.135704215659127,2016,25,1
9,24,0,0,4,20.0,40.0,0.9605983776779218,0.8394016223220782,15.887778909812983,10.321196755355844,4.361595673807791,3.4788032446441566,7.201994592259739,4.2,1.9990027038701303,1.1990027038701303,12.193018927090911,14.118204866966234,2017,17,1
34,26,0,0,-3,58.904767223559375,60.0,1.4328569832932188,1.9890476722355936,13.221904655528812,10.334286033413562,3.8,4.690476722355937,4.876666294350843,2.8328569832932184,0.8219046555288125,1.4109523277644063,9.454761638822031,11.517617505167781,2019,23,1
30,17,0,0,12,6.703944832918019,80.0,0.9329605516708198,1.8011183449875408,14.66592110334164,15.534078896658361,7.79888165501246,8.40223668997508,6.33296055167082,8.263684413366558,2.1977633100249188,0.6011183449875406,10.86815779331672,13.994408275062298,2011,23,1
21,18,1,1,-11,80.0,40.0,2.9211413794392045,1.4,16.75201034392557,10.921141379439204,9.44228275887841,5.726848276635227,7.02516206729034,4.802853448598011,1.5634241383176137,1.2394293102803977,14.501686209344886,15.06744482616875,2012,26,1
16,30,1,1,1,40.0,79.90735953990794,1.806484832206444,2.0009264046009205,18.586103930986194,14.986103930986191,5.202779213802762,5.995367976995397,6.205558427605523,5.997220786197238,1.2037056184036823,0.6009264046009205,7.818528092018411,12.987956740188032,2016,2,1
4,27,1,1,0,40.0,20.0,1.3333001656617711,0.8666998343382288,12.066500828308856,11.066998343382288,3.266799337352915,2.333499171691144,6.0,5.53359867470583,1.1334991716911442,1.4666003313235423,14.06719734941166,15.399203975882507,2017,2,1
30,27,1,1,-2,40.0,20.0,1.0,0.8796337387181887,15.274139819491019,10.0,2.761098783845434,3.238901216154566,4.681465045127245,4.4,1.6,1.1592674774363774,11.6,18.527691486918037,2015,6,1
24,24,0,0,13,20.0,60.0,1.0925208794124155,2.4,13.239331858802707,13.695292311773816,7.119665929401354,9.107479120587584,4.842103291164107,6.0747912058758455,1.5373956029379228,1.2299164823503383,13.41772967353657,11.402771432361401,2012,13,1
5,10,0,0,4,40.0,0.0,1.5679422465651043,0.03205775343489581,9.592346520609375,10.711480219085939,3.4480866301523436,1.8,3.912202137022135,6.543537972520833,1.0480866301523437,2.3198556164127604,12.087797862977864,13.296173260304688,2017,26,1
27,18,1,1,12,40.0,93.07308011268077,1.8,2.4692691988731923,13.116114778590653,15.72973163042381,5.92392237521023,6.330730801126808,5.82342278985873,6.838038812394885,1.1385383977463845,1.0848843921123457,13.038038812394886,9.12392237521023,2018,22,1
8,8,1,1,-6,40.0,20.0,0.8693906403792455,1.0693906403792455,10.77548423658679,12.783656157724526,3.1306093596207547,4.330609359620754,4.5754842365867905,4.461218719241509,1.2,1.5836561577245267,12.738781280758491,16.354983744450934,2019,16,1
18,26,1,1,1,60.0,20.0,1.8950004992438994,0.8524997503780504,15.537501248109749,11.957499251134152,5.262498751890251,4.514998502268302,4.649995007561007,4.790000998487798,1.1900009984877986,1.5049995007561006,13.297505242060943,12.197495257182956,2013,15,1
10,26,0,0,-7,80.0,40.0,2.380887176355923,1.1617743527118458,14.318428175381266,14.74266152906777,5.885323058135537,5.090443588177962,5.838225647288154,5.904435881779614,0.7286692354661157,1.580887176355923,9.772015412796694,12.914676941864462,2018,16,1
23,13,0,0,9,20.0,20.0,1.2203161416480144,0.9347628937639891,13.860948424944043,9.375395177060017,7.30586938953204,4.6,5.6406322832960285,4.510158070824007,1.665237106236011,1.359367716703971,12.224604822939982,11.76365639799594,2012,2,1
6,15,2,2,3,60.0,40.0,1.8380483870938453,1.4904879032265386,17.51877822578961,12.076096774187691,5.514145161281536,5.690487903226538,6.904879032265387,6.057072580640768,1.0,1.4,10.266830645171542,10.55731854839808,2018,22,1
17,32,0,0,-9,40.0,20.0,1.22817140407596,0.97182859592404,19.149257534784642,7.57462876739232,7.3774289388606,2.57182859592404,8.377428938860602,3.22817140407596,0.7126856163038399,2.0591429796202,8.507085273367279,14.99719982853172,2016,2,1
14,10,2,2,6,40.0,40.0,1.6,1.2352773973012445,11.788051370313692,14.176955478263904,4.764722602698755,3.7530582188912875,6.0,5.235277397301245,1.5294452053975107,1.3411095892049787,10.129445205397511,10.023328767614936,2020,1,1
19,11,0,0,2,40.0,0.0,1.900326445452104,0.6,16.21762805441362,10.097714881835273,9.209140472658913,5.6,6.9062024635899775,5.400652890904208,1.100326445452104,1.200652890904208,10.692491754601607,12.994776872766336,2013,10,1
7,17,1,1,0,80.0,80.0,2.28378508990091,2.981074550495452,19.086447302972715,14.129719280792724,7.4,6.548644730297271,6.929719280792723,4.232429820198181,0.7162149100990904,1.2837850899009096,8.097289460594542,10.075701798018192,2018,19,1
21,21,0,0,-5,0.0,20.0,1.5489075406408601,0.45109245935914,12.4296918021362,8.34890754064086,4.56593836042724,2.26812327914552,3.53187672085448,3.0510924593591398,2.38296918021362,2.16593836042724,16.90610622619498,19.12750688341792,2020,29,1
30,11,1,1,4,40.0,40.0,1.4899151192933064,0.8899151192933065,12.197266578056594,10.124787798233267,4.144957559646653,3.3449575596466534,4.942224137703246,4.41743633946998,1.8,1.0550424403533467,13.437606100883368,15.344957559646653,2015,9,1
25,8,0,0,-1,0.0,0.0,0.8516469898331739,0.5805883502780435,8.825647380778522,9.909529710722913,2.651646989833174,2.7611767005560868,4.1934120406673046,4.154940969499522,1.7355293197775652,1.851646989833174,12.335529319777566,15.096706020333652,2017,5,1
31,33,1,1,-8,60.0,40.0,1.526452857583906,1.4412828544965635,13.326452857583906,13.303207136241408,7.211622860671248,6.338075718255155,4.861924281744845,5.411622860671248,0.9793585727517182,1.252905715167812,13.673547142416094,14.869737164027491,2014,16,1
1,29,1,1,5,20.0,20.0,0.4104755652706669,0.6078566739530001,14.145003282328998,11.563335521552666,4.579048869458666,3.018332239223667,5.984286652093999,5.386905543411666,1.2052377826353333,1.407856673953,11.273328956894668,15.026188913176668,2013,27,1
5,13,1,1,4,60.0,40.0,1.6018775767899736,1.5327074744033422,14.932707474403342,13.218775767899736,5.613143037529816,7.145850511933158,7.798122423210026,5.534585051193316,1.0,1.2654149488066841,11.53082989761337,11.325197167243447,2015,25,1
8,18,1,1,13,20.0,40.0,1.1643928066260496,1.6,13.662893513861354,10.715142453008397,4.36439280662605,4.257571226504199,5.2356071933739505,5.257571226504199,0.9424287734958012,1.1780359668697513,13.862893513861353,15.550749646382348,2021,7,1
26,27,1,1,1,20.0,0.0,1.192214063493891,0.207785936506109,14.015571873012219,10.867639079396147,4.316789047591635,2.631143746024436,4.838929682530544,2.8077859365061086,1.7844281269877822,1.961070317469455,9.529926571445019,17.60778593650611,2013,8,1
7,31,0,0,0,20.0,20.0,1.1405349088987549,1.651337272246887,13.635081634538171,13.072941998943152,4.213476907841906,4.08106981779751,5.6432094533925286,4.0513372722468874,1.0,2.0297325455506225,13.68106981779751,14.421604726696264,2021,6,1
19,24,0,0,2,60.0,60.0,2.331699298981619,1.6,17.11699298981619,11.907270969144308,7.731699298981619,5.570751752545953,5.629248247454047,4.717075175254595,1.1170751752545953,1.5170751752545952,10.336601402036763,14.512255257637857,2013,9,1
9,17,1,1,1,98.29300663842713,80.0,2.1658601327685427,2.3658601327685425,16.79260847316176,13.72916794208759,6.7024196016943725,4.404839203388746,7.319489535310102,4.7024196016943725,0.034139867231457545,0.6170699336157287,8.034139867231458,11.075671261301153,2015,30,1
25,29,0,0,-6,0.0,20.0,0.002500598523242137,0.6006251496308105,12.79874970073838,8.413128142247022,3.6137532918778312,2.615628740770263,5.597499401476758,3.0031257481540528,1.2050011970464842,1.0018754488924317,12.61125269335459,13.211252693354588,2016,12,1
13,18,1,1,6,40.0,100.0,1.4978049896687575,2.7021950103312427,14.59385397107252,17.0,4.496926985536261,7.10307301446374,5.599121995867503,5.995609979337515,1.398243991735006,0.9021950103312425,10.099560997933752,8.21229205785496,2018,28,1
29,26,0,0,-8,60.0,20.0,1.7190770034640088,1.1572310103920262,14.560611847583615,11.64400313509634,8.589535889151719,5.7052320554241405,5.642768989607974,4.428924041568106,1.2809229965359912,1.4381540069280176,10.748001045032114,9.703997909935772,2012,20,1
26,15,1,1,6,20.0,40.0,1.1865847045223146,1.453661181910742,12.639016454267775,13.386584704522315,4.292677636178516,4.640245886433056,4.746338818089258,6.439016454267774,1.6,1.307322363821484,8.614644727642968,9.507322363821483,2020,29,1
8,19,1,1,14,40.0,60.0,1.0500079059201644,1.899984188159671,8.600221365764604,11.749897223037863,2.8500711532814798,4.649976282239507,3.9500553414411512,4.449976282239507,1.100015811840329,1.5499920940798355,17.34996047039918,12.549897223037862,2013,25,1
0,15,0,0,-3,20.0,20.0,0.8419811186191172,0.7259433558573514,20.078774136616197,13.790094406904414,6.728302102094126,4.832075525523531,5.967924474476469,5.674056644142649,0.9679244744764687,1.6,9.807546846858813,10.113679016524992,2016,21,1
9,16,0,0,-10,100.0,40.0,2.501945710559286,1.918443431552571,22.555330294657715,10.861167426335573,9.277665147328857,4.718443431552571,10.596108578881427,5.661167426335571,0.28155656844742893,1.5592217157762855,5.265058847454144,12.028171984349001,2018,14,1
27,26,1,1,3,20.0,20.0,1.1641117123856057,1.1589720719035985,12.682055856192802,10.082055856192802,3.5795306338316273,3.651307209060416,5.158972071903599,3.8,1.5230837842892042,1.5589720719035987,17.210190085204356,12.784670274313635,2013,16,1
28,33,1,1,3,20.0,56.18624558672667,0.8381375441327333,1.4762750882654665,10.447449823469066,8.334814044645666,2.9618624558672666,3.066962808929133,4.609312279336333,4.752550176530933,1.2762750882654665,0.9525501765309333,15.390687720663665,18.380487014539934,2014,4,1
34,6,0,0,2,80.0,20.0,2.378070199291143,1.185380132860762,14.988011926481049,8.88040926926581,5.9122807971645726,3.2219298007088573,6.468421195746858,3.087719202835428,0.9853801328607621,2.356140398582286,11.909649003544285,18.817251660759524,2019,19,1
19,10,0,0,-7,60.0,20.0,1.6,0.7055866109780001,12.767598329340004,9.321787446307997,5.889385775648003,2.8720669451099994,4.961452720758001,3.5776535560879994,1.694413389022,1.5167598329340004,13.605027613373998,14.611173221956001,2018,21,1
27,23,1,1,-7,20.0,20.0,0.8259364533050466,0.7129682266525232,13.627667240297011,11.748127093389908,4.842650493177756,5.364841133262616,5.992508373559627,4.5481270933899065,1.0870317733474768,0.9129682266525233,9.644381280169721,8.251872906610092,2014,13,1
5,7,0,0,2,0.0,60.0,0.973716544228659,0.8394251836570115,9.0234093740564,8.5782360269695,2.8131417278856703,2.47597628559908,5.3474330884573185,4.505133823085364,1.773716544228659,0.9868582721143295,10.747433088457319,15.045173347086898,2016,15,1
19,18,1,1,8,60.0,60.0,1.0897889533219958,1.8204220933560085,9.718311626575966,10.62852267325397,2.8938392432709765,3.934683429982994,4.620422093356009,4.555105523339002,1.2448944766609977,1.2653165700170064,13.791899420102038,15.102110466780042,2016,23,1
10,21,0,0,-1,60.0,0.0,2.0,0.4906577669496055,15.069208737294478,9.581315533899211,7.269208737294478,3.343946601697633,6.362631067798422,4.0,1.2,1.2906577669496055,11.00276456355434,13.21868446610079,2015,22,1
26,10,0,0,0,10.487805386551601,0.0,0.7804877845379359,0.4195122154620641,8.668292754117225,8.4,3.209756107731032,2.019512215462064,4.478048861848256,4.3609755690758725,1.990243892268968,1.990243892268968,12.695121946134485,15.448780538655159,2019,5,1
18,8,2,2,-8,80.0,20.0,2.440762746938228,0.7118474506123544,17.077711759185316,8.511847450612354,7.193372944488811,2.3763050987752914,7.142169407348252,3.959237253061772,1.0881525493876456,0.9526101975505825,8.488152549387646,13.61706784571352,2019,22,1
30,10,1,1,-2,60.0,20.0,1.8801526121750651,1.2793895512997393,9.960305224350131,9.23969477564987,4.359542163474805,3.8,3.321373509575587,4.2007630608753255,0.8801526121750652,2.0,11.88091567305039,15.99618469562337,2016,28,1
32,7,0,0,-1,40.0,40.0,1.2880719337383564,1.223856132523287,10.647712265046573,11.376143867476712,3.4,4.135784198784931,4.440359668691782,5.143136795139723,1.0,1.1119280662616435,13.207352596354792,12.359640331308219,2017,28,1
18,21,0,0,-11,60.0,0.0,2.04838439348914,0.29314414755842755,16.331441475584274,11.879432442675283,5.848384393489139,3.64838439348914,5.69676878697828,6.3205675573247175,0.9689519508138575,2.062096098372285,6.489519508138574,14.82742340976629,2015,21,1
10,6,1,1,-13,80.0,0.0,1.7091568782971627,1.3636143739009456,14.199758112910404,12.072529365108512,5.272771252198108,3.9091568782971624,6.345542504396217,4.9636143739009455,0.3091568782971627,2.4,8.4,14.05469938269338,2015,18,1
32,27,0,0,-1,40.0,20.0,1.0829286273918897,1.0,16.81299973883785,9.861785621013517,2.7317145095675586,3.3788569936216275,4.28292862739189,4.289428496810814,1.544714248405407,1.4276428757972965,11.489428496810813,16.49757176435134,2016,4,1
5,21,1,1,3,40.0,0.0,1.0538845378663673,0.7892230924267266,13.859900201547445,10.956892369706907,3.686215260586188,2.7676692772801794,5.870677109120718,4.76766927728018,1.378446184853453,1.9676692772801796,13.746115462133634,13.675438353012915,2020,6,1
5,25,0,0,9,60.0,40.0,2.0746618632559506,1.6506762734880989,15.71451776093447,15.933453418601236,5.3466186325595055,5.850676273488099,5.874661863255951,7.477366957208345,1.0,1.5253381367440495,10.754733914416692,10.95473391441669,2016,21,1
30,10,1,1,4,20.0,20.0,1.8,1.4751063922277354,12.983404261485157,10.45414893462871,4.466382954059372,4.433191477029686,6.820957457599024,3.6917021307425784,1.5458510653712894,1.9292553268564463,12.404361719084182,15.312659588341603,2013,23,1
17,17,1,1,10,40.0,60.0,0.9287999086478032,1.9151996345912128,12.44719826430826,18.036796711320914,4.043999543239016,5.789598447012654,4.671200091352197,7.2335979902516705,0.8136002740565905,1.4575998172956064,14.0,9.6,2019,28,1
6,8,0,0,1,40.0,0.0,1.5182531657803808,0.32698733687847714,9.726987336878476,11.245240502658858,3.5634936684392384,2.3722278395373353,4.453974673756955,5.737291155144949,1.0817468342196193,2.154759497341142,13.26270884485505,14.017468342196192,2017,28,1
28,28,0,0,2,40.0,60.0,1.989845457735862,1.805077271132069,13.767549947358276,9.24569544018862,3.8456954401886208,2.8304636267924135,6.225386355660345,3.435540897924483,1.2,1.5746136443396552,10.430463626792415,16.923840933018965,2014,26,1
27,31,0,0,3,20.0,20.0,1.3063084415802857,0.9375389610535239,10.724922077892952,8.537538961053523,5.8,4.918925324740857,5.631230519473238,4.581386363687333,2.0126168831605717,1.5063084415802859,9.15615259736619,16.78738311683943,2013,14,1
17,27,1,1,-1,40.0,20.0,1.5136111084610409,1.3159722288473974,15.488750011925315,9.168055542305204,5.115972228847398,3.2568055542305205,4.45680555423052,4.538472204996767,1.4863888915389591,2.1136111084610407,11.636666698467508,15.172777783077919,2017,18,1
18,32,0,0,-2,40.0,0.0,1.395354365146091,0.46821521161796975,17.158189286314816,7.077506481325788,5.190708730292181,2.1410760580898485,7.840341402494515,3.4914433858875156,0.3317847883820303,1.477506481325788,7.99682367633676,16.545721692943758,2018,10,1
22,29,0,0,7,40.0,60.0,1.41625759550209,1.9945808014993034,11.26503038200836,14.259100838981887,5.940388816492336,9.804908853974919,4.643353588005573,6.902454426987459,1.3945808014993033,0.6270959925034835,13.90245442698746,8.633025535529958,2013,29,1
9,26,1,1,-8,20.0,40.0,2.4224222704536404,1.6,15.421972161932949,8.97712762102567,5.309860809664747,3.954705350572028,8.08878886477318,4.332733188639079,1.489238973293871,2.1336334056804604,11.400900217041382,14.44439443238659,2015,7,1
3,7,2,2,3,20.0,0.0,0.9537850406823858,0.8613551220471571,12.324299186352286,9.846214959317615,4.492429918635229,2.7537850406823856,4.339439349081829,3.5075700813647717,1.3386448779528428,1.6924299186352285,11.9529905695534,17.106775610235786,2018,25,1
13,29,1,1,0,60.0,20.0,1.2656214512802542,0.5343785487197457,13.665621451280254,8.271892743598729,4.656214512802543,2.0,4.268757097439492,4.465621451280255,0.13124290256050863,1.4,11.856214512802543,15.418813876955422,2017,2,1
29,27,1,1,-2,40.0,20.0,1.0,0.8039421075508729,14.063073720813966,10.0,2.9881736773473815,3.0118263226526185,4.984231569796509,4.4,1.6,1.0078842151017458,11.6,20.11721574143167,2015,6,1
4,19,1,1,2,40.0,0.0,1.916713134412341,0.5791782836030852,11.44164343279383,9.908495970443193,5.075069701618512,2.1583565672061704,3.7665737311753182,4.1375348508092555,1.0624651491907444,1.4,12.591782836030854,14.937534850809255,2019,15,1
14,33,1,1,-4,40.0,60.0,1.440016782925362,1.3200503487760864,14.999748256119567,11.640352441432604,5.2,4.000167829253622,5.719966434149276,7.280033565850724,1.4799496512239136,0.9600671317014485,16.039513295164497,11.879865736597102,2020,20,1
28,33,0,0,-1,0.0,20.0,0.6571642703565331,1.2357089324108668,10.407201743480467,13.557239216604398,2.635708932410867,3.8,3.5428357296434667,5.114328540713067,2.1285821351782666,1.8357089324108669,15.1071267972326,16.128582135178267,2015,19,1
